,location_id,location_name,sub_population,vehicle,value_description,nutrient,value_mean,value_025_percentile,value_975_percentile,u5_applicable,wra_applicable
273,141,Egypt,,wheat flour,percent of population eating fortified vehicle,zinc,15.61643088,7.6833776920000005,23.54948407,True,True
274,207,Ghana,,maize flour,percent of population eating vehicle,na,82.23072533,34.61946429,100.0,True,True
275,207,Ghana,,maize flour,percent of population eating industrially produced vehicle,na,11.52117731,4.850461731,18.19189288,True,True
276,207,Ghana,,maize flour,percent of population eating fortified vehicle,folic acid,4.011006996,1.688649989,6.333364003,True,True
277,207,Ghana,,maize flour,percent of population eating fortified vehicle,iron,4.011006996,1.688649989,6.333364003,True,True
278,207,Ghana,,maize flour,percent of population eating fortified vehicle,vitamin a,4.011006996,1.688649989,6.333364003,True,True
279,207,Ghana,,maize flour,percent of population eating fortified vehicle,zinc,4.011006996,1.688649989,6.333364003,True,True
280,207,Ghana,total population,oil,percent of population eating vehicle,na,95.6,88.93648879999999,100.0,True,True
281,207,Ghana,,oil,percent of population eating industrially produced vehicle,na,82.04614697,76.32736643,87.7649275,True,True
283,207,Ghana,,wheat flour,percent of population eating vehicle,na,82.6586248,40.66853935,100.0,True,True
284,207,Ghana,,wheat flour,percent of population eating industrially produced vehicle,na,48.71075959,23.96598598,73.4555332,True,True
285,207,Ghana,,wheat flour,percent of population eating fortified vehicle,folic acid,17.12153237,8.423896655,25.81916808,True,True
286,207,Ghana,,wheat flour,percent of population eating fortified vehicle,iron,17.12153237,8.423896655,25.81916808,True,True
287,207,Ghana,,wheat flour,percent of population eating fortified vehicle,vitamin a,17.12153237,8.423896655,25.81916808,True,True
288,207,Ghana,,wheat flour,percent of population eating fortified vehicle,zinc,17.12153237,8.423896655,25.81916808,True,True
289,181,Madagascar,,maize flour,percent of population eating vehicle,na,92.95766211,39.13554758,100.0,True,True
290,181,Madagascar,,maize flour,percent of population eating industrially produced vehicle,na,6.1995924570000005,2.610053223,9.789131692,True,True
291,181,Madagascar,,maize flour,percent of population eating fortified vehicle,folic acid,4.044272001,1.70265469,6.385889313,True,True
292,181,Madagascar,,maize flour,percent of population eating fortified vehicle,iron,4.044272001,1.70265469,6.385889313,True,True
293,181,Madagascar,,maize flour,percent of population eating fortified vehicle,vitamin a,4.044272001,1.70265469,6.385889313,True,True
294,181,Madagascar,,maize flour,percent of population eating fortified vehicle,zinc,4.044272001,1.70265469,6.385889313,True,True
295,181,Madagascar,,oil,percent of population eating vehicle,na,75.03460775,69.80454552,80.26466998,True,True
296,181,Madagascar,,oil,percent of population eating industrially produced vehicle,na,26.76323071,24.897779999999997,28.62868141,True,True
298,181,Madagascar,,wheat flour,percent of population eating vehicle,na,45.17960798,22.2286382,68.13057775,True,True
299,181,Madagascar,,wheat flour,percent of population eating industrially produced vehicle,na,31.60902431,15.55182961,47.666219,True,True
300,181,Madagascar,,wheat flour,percent of population eating fortified vehicle,folic acid,8.630460671,4.246238433,13.01468291,True,True
301,181,Madagascar,,wheat flour,percent of population eating fortified vehicle,iron,8.630460671,4.246238433,13.01468291,True,True
302,181,Madagascar,,wheat flour,percent of population eating fortified vehicle,vitamin a,8.630460671,4.246238433,13.01468291,True,True
303,181,Madagascar,,wheat flour,percent of population eating fortified vehicle,zinc,8.630460671,4.246238433,13.01468291,True,True
304,213,Niger,,maize flour,percent of population eating vehicle,na,70.43835859999999,29.65483072,100.0,True,True
305,213,Niger,,maize flour,percent of population eating industrially produced vehicle,na,4.0878894489999995,1.7210178090000001,6.454761088,True,True
306,213,Niger,,maize flour,percent of population eating fortified vehicle,folic acid,3.992492837,1.680855454,6.30413022,True,True
307,213,Niger,,maize flour,percent of population eating fortified vehicle,iron,3.992492837,1.680855454,6.30413022,True,True
308,213,Niger,,maize flour,percent of population eating fortified vehicle,vitamin a,3.992492837,1.680855454,6.30413022,True,True
309,213,Niger,,maize flour,percent of population eating fortified vehicle,zinc,3.992492837,1.680855454,6.30413022,True,True
310,213,Niger,women of reproductive age,oil,percent of population eating vehicle,na,85.0,79.07533000000001,90.92466999999999,True,True
311,213,Niger,,oil,percent of population eating industrially produced vehicle,na,80.37535061,74.77302792,85.9776733,True,True
313,213,Niger,,wheat flour,percent of population eating vehicle,na,41.42499406,20.38134563,62.4686425,True,True
314,213,Niger,,wheat flour,percent of population eating industrially produced vehicle,na,34.82162573,17.13244879,52.51080268,True,True
315,213,Niger,total population,wheat flour,percent of population eating fortified vehicle,folic acid,30.0,14.760179999999998,45.23982,True,True
316,213,Niger,total population,wheat flour,percent of population eating fortified vehicle,iron,30.0,14.760179999999998,45.23982,True,True
317,213,Niger,,wheat flour,percent of population eating fortified vehicle,vitamin a,30.0,14.760179999999998,45.23982,True,True
318,213,Niger,,wheat flour,percent of population eating fortified vehicle,zinc,30.0,14.760179999999998,45.23982,True,True
319,522,Sudan,,maize flour,percent of population eating vehicle,na,54.41398999,22.90850744,85.91947254,True,True
320,522,Sudan,,maize flour,percent of population eating industrially produced vehicle,na,31.96821461,13.45874622,50.477683,True,True
321,522,Sudan,,maize flour,percent of population eating fortified vehicle,folic acid,5.744770543,2.418571378,9.070969709,True,True
322,522,Sudan,,maize flour,percent of population eating fortified vehicle,iron,5.744770543,2.418571378,9.070969709,True,True
323,522,Sudan,,maize flour,percent of population eating fortified vehicle,vitamin a,5.744770543,2.418571378,9.070969709,True,True
324,522,Sudan,,maize flour,percent of population eating fortified vehicle,zinc,5.744770543,2.418571378,9.070969709,True,True
325,522,Sudan,,oil,percent of population eating vehicle,na,50.64672476,47.11654675,54.17690276,True,True
326,522,Sudan,total population,oil,percent of population eating industrially produced vehicle,na,80.0,74.42384,85.57616,True,True
328,522,Sudan,,wheat flour,percent of population eating vehicle,na,88.82368433,43.70178563,100.0,True,True
329,522,Sudan,,wheat flour,percent of population eating industrially produced vehicle,na,57.90225541,28.48825707,87.31625374,True,True
330,522,Sudan,,wheat flour,percent of population eating fortified vehicle,folic acid,6.525113055,3.2103947739999996,9.839831336,True,True
331,522,Sudan,,wheat flour,percent of population eating fortified vehicle,iron,6.525113055,3.2103947739999996,9.839831336,True,True
332,522,Sudan,,wheat flour,percent of population eating fortified vehicle,vitamin a,6.525113055,3.2103947739999996,9.839831336,True,True
333,522,Sudan,,wheat flour,percent of population eating fortified vehicle,zinc,6.525113055,3.2103947739999996,9.839831336,True,True
0,168,Angola,,industry wheat,percent of population eating industrially produced vehicle,na,27.200000000000003,17.83451013021289,36.565489869787115,True,True
1,161,Bangladesh,,industry wheat,percent of population eating industrially produced vehicle,na,33.101,21.703680875741796,44.4983191242582,True,True
2,201,Burkina Faso,,industry wheat,percent of population eating industrially produced vehicle,na,48.0,31.472664935669805,64.5273350643302,True,True
3,205,Côte d'Ivoire,,industry wheat,percent of population eating industrially produced vehicle,na,90.16,59.11615563749977,100.0,True,True
4,202,Cameroon,,industry wheat,percent of population eating industrially produced vehicle,na,65.44,42.90773319562983,87.97226680437016,True,True
5,6,China,,industry wheat,percent of population eating industrially produced vehicle,na,48.68300000000001,31.920494730483608,65.4455052695164,True,True
6,171,Democratic Republic of the Congo,,industry wheat,percent of population eating industrially produced vehicle,na,0.6,0.39340831169587254,0.8065916883041274,True,True
7,141,Egypt,,industry wheat,percent of population eating industrially produced vehicle,na,88.5,58.027725975141195,100.0,True,True
8,179,Ethiopia,,industry wheat,percent of population eating industrially produced vehicle,na,15.400000000000002,10.097480000194064,20.70251999980594,True,True
9,207,Ghana,,industry wheat,percent of population eating industrially produced vehicle,na,82.7,54.2247789620811,100.0,True,True
10,163,India,,industry wheat,percent of population eating industrially produced vehicle,na,24.96,16.3657857665483,33.5542142334517,True,True
11,11,Indonesia,,industry wheat,percent of population eating industrially produced vehicle,na,75.8,49.70058337757856,100.0,True,True
12,180,Kenya,,industry wheat,percent of population eating industrially produced vehicle,na,36.6,23.997907013448227,49.202092986551776,True,True
13,181,Madagascar,,industry wheat,percent of population eating industrially produced vehicle,na,45.2,29.636759481089065,60.76324051891094,True,True
14,184,Mozambique,,industry wheat,percent of population eating industrially produced vehicle,na,16.3,10.687592467737872,21.91240753226213,True,True
15,15,Myanmar,,industry wheat,percent of population eating industrially produced vehicle,na,5.0,3.2784025974656044,6.721597402534396,True,True
16,164,Nepal,,industry wheat,percent of population eating industrially produced vehicle,na,13.025,8.5402387663979,17.5097612336021,True,True
17,213,Niger,,industry wheat,percent of population eating industrially produced vehicle,na,41.4,27.145173507015205,55.654826492984796,True,True
18,214,Nigeria,,industry wheat,percent of population eating industrially produced vehicle,na,62.8,41.17673662416799,84.42326337583201,True,True
19,165,Pakistan,,industry wheat,percent of population eating industrially produced vehicle,na,60.0,39.340831169587254,80.65916883041274,True,True
20,196,South Africa,,industry wheat,percent of population eating industrially produced vehicle,na,10.9,7.146917662475018,14.653082337524982,True,True
21,522,Sudan,,industry wheat,percent of population eating industrially produced vehicle,na,79.92,52.40198711789022,100.0,True,True
22,190,Uganda,,industry wheat,percent of population eating industrially produced vehicle,na,11.2,7.343621818322953,15.056378181677045,True,True
23,189,United Republic of Tanzania,,industry wheat,percent of population eating industrially produced vehicle,na,43.775000000000006,28.70241474081137,58.84758525918864,True,True
24,20,Viet Nam,,industry wheat,percent of population eating industrially produced vehicle,na,38.8,25.440404156333088,52.15959584366691,True,True
25,179,Ethiopia,,industry wheat,percent of population eating fortified vehicle,folic acid,0.0,0.0,0.0,True,True
26,179,Ethiopia,,industry wheat,percent of population eating fortified vehicle,iron,0.0,0.0,0.0,True,True
27,179,Ethiopia,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
28,179,Ethiopia,,industry wheat,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0,True,True
29,163,India,0-24 months,industry wheat,percent of population eating fortified vehicle,folic acid,6.3,4.8,7.9,True,True
30,163,India,0-24 months,industry wheat,percent of population eating fortified vehicle,iron,6.3,4.8,7.9,True,True
31,163,India,,industry wheat,percent of population eating fortified vehicle,vitamin a,2.133333333,1.0496128,3.2170538669999997,True,True
32,163,India,,industry wheat,percent of population eating fortified vehicle,zinc,2.133333333,1.0496128,3.2170538669999997,True,True
33,214,Nigeria,total population,industry wheat,percent of population eating fortified vehicle,folic acid,17.45281178,15.08644802,19.85851439,True,True
34,214,Nigeria,total population,industry wheat,percent of population eating fortified vehicle,iron,17.45281178,15.08644802,19.85851439,True,True
35,214,Nigeria,total population,industry wheat,percent of population eating fortified vehicle,vitamin a,17.45281178,15.08644802,19.85851439,True,True
36,214,Nigeria,total population,industry wheat,percent of population eating fortified vehicle,zinc,17.45281178,15.08644802,19.85851439,True,True
37,161,Bangladesh,,industry wheat,percent of population eating fortified vehicle,folic acid,0.155875,0.11628321800000001,0.195466782,True,True
38,161,Bangladesh,,industry wheat,percent of population eating fortified vehicle,iron,0.155875,0.11628321800000001,0.195466782,True,True
39,161,Bangladesh,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.155875,0.11628321800000001,0.195466782,True,True
40,161,Bangladesh,,industry wheat,percent of population eating fortified vehicle,zinc,0.155875,0.11628321800000001,0.195466782,True,True
41,165,Pakistan,,industry wheat,percent of population eating fortified vehicle,folic acid,1.946666667,0.0,2.441114157,True,True
42,165,Pakistan,total population,industry wheat,percent of population eating fortified vehicle,iron,3.82123947,0.0,4.791822827,True,True
43,165,Pakistan,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
44,165,Pakistan,,industry wheat,percent of population eating fortified vehicle,zinc,1.946666667,0.0,2.441114157,True,True
45,190,Uganda,total population,industry wheat,percent of population eating fortified vehicle,folic acid,8.5,5.7,11.4,True,True
46,190,Uganda,total population,industry wheat,percent of population eating fortified vehicle,iron,8.5,5.7,11.4,True,True
47,190,Uganda,total population,industry wheat,percent of population eating fortified vehicle,vitamin a,8.5,5.7,11.4,True,True
48,190,Uganda,total population,industry wheat,percent of population eating fortified vehicle,zinc,8.5,5.7,11.4,True,True
49,189,United Republic of Tanzania,total population,industry wheat,percent of population eating fortified vehicle,folic acid,33.1,27.5,38.7,True,True
50,189,United Republic of Tanzania,total population,industry wheat,percent of population eating fortified vehicle,iron,33.1,27.5,38.7,True,True
51,189,United Republic of Tanzania,total population,industry wheat,percent of population eating fortified vehicle,vitamin a,33.1,27.5,38.7,True,True
52,189,United Republic of Tanzania,total population,industry wheat,percent of population eating fortified vehicle,zinc,33.1,27.5,38.7,True,True
53,196,South Africa,total population,industry wheat,percent of population eating fortified vehicle,folic acid,5.707703746,3.166260481,9.07579743,True,True
54,196,South Africa,total population,industry wheat,percent of population eating fortified vehicle,iron,5.707703746,3.166260481,9.07579743,True,True
55,196,South Africa,total population,industry wheat,percent of population eating fortified vehicle,vitamin a,5.707703746,3.166260481,9.07579743,True,True
56,196,South Africa,total population,industry wheat,percent of population eating fortified vehicle,zinc,5.707703746,3.166260481,9.07579743,True,True
57,201,Burkina Faso,,industry wheat,percent of population eating fortified vehicle,folic acid,32.1645,14.13756334,50.19143666,True,True
58,201,Burkina Faso,,industry wheat,percent of population eating fortified vehicle,iron,17.38975,7.643479367,27.13602063,True,True
59,201,Burkina Faso,,industry wheat,percent of population eating fortified vehicle,vitamin a,12.3885625,6.095247081,18.68187792,True,True
60,201,Burkina Faso,,industry wheat,percent of population eating fortified vehicle,zinc,12.3885625,6.095247081,18.68187792,True,True
61,180,Kenya,,industry wheat,percent of population eating fortified vehicle,folic acid,27.4197812,0.0,53.06646255,True,True
62,180,Kenya,,industry wheat,percent of population eating fortified vehicle,iron,27.09520062,0.0,52.48305101,True,True
63,180,Kenya,,industry wheat,percent of population eating fortified vehicle,vitamin a,27.39557009,0.0,53.02032333,True,True
64,180,Kenya,,industry wheat,percent of population eating fortified vehicle,zinc,27.45436641,0.0,53.11673201,True,True
65,15,Myanmar,total population,industry wheat,percent of population eating fortified vehicle,folic acid,0.0,0.0,5.0,True,True
66,15,Myanmar,total population,industry wheat,percent of population eating fortified vehicle,iron,0.0,0.0,5.0,True,True
67,15,Myanmar,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
68,15,Myanmar,total population,industry wheat,percent of population eating fortified vehicle,zinc,0.0,0.0,5.0,True,True
69,164,Nepal,,industry wheat,percent of population eating fortified vehicle,folic acid,5.165022222,2.270230497,8.059813948,True,True
70,164,Nepal,,industry wheat,percent of population eating fortified vehicle,iron,7.334331556,3.2237273060000002,11.44493581,True,True
71,164,Nepal,,industry wheat,percent of population eating fortified vehicle,vitamin a,5.165022222,2.270230497,8.059813948,True,True
72,164,Nepal,,industry wheat,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0,True,True
73,20,Viet Nam,,industry wheat,percent of population eating fortified vehicle,folic acid,4.111875,1.8073308540000002,6.416419146,True,True
74,20,Viet Nam,,industry wheat,percent of population eating fortified vehicle,iron,4.111875,1.8073308540000002,6.416419146,True,True
75,20,Viet Nam,,industry wheat,percent of population eating fortified vehicle,vitamin a,4.111875,1.8073308540000002,6.416419146,True,True
76,20,Viet Nam,,industry wheat,percent of population eating fortified vehicle,zinc,4.111875,1.8073308540000002,6.416419146,True,True
77,202,Cameroon,,industry wheat,percent of population eating fortified vehicle,folic acid,69.52523636,47.12059857,91.92987416,True,True
78,202,Cameroon,,industry wheat,percent of population eating fortified vehicle,iron,53.08856364,35.98067445,70.19645282,True,True
79,202,Cameroon,,industry wheat,percent of population eating fortified vehicle,vitamin a,43.61071212,21.45673203,65.76469221,True,True
80,202,Cameroon,,industry wheat,percent of population eating fortified vehicle,zinc,69.52523636,47.12059857,91.92987416,True,True
81,205,Côte d'Ivoire,,industry wheat,percent of population eating fortified vehicle,folic acid,0.0,0.0,0.0,True,True
82,205,Côte d'Ivoire,,industry wheat,percent of population eating fortified vehicle,iron,10.29812205,5.062578607,15.06370705,True,True
83,205,Côte d'Ivoire,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
84,205,Côte d'Ivoire,,industry wheat,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0,True,True
85,171,Democratic Republic of the Congo,,industry wheat,percent of population eating fortified vehicle,folic acid,0.0,0.0,0.0,True,True
86,171,Democratic Republic of the Congo,,industry wheat,percent of population eating fortified vehicle,iron,0.0,0.0,0.0,True,True
87,171,Democratic Republic of the Congo,,industry wheat,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
88,171,Democratic Republic of the Congo,,industry wheat,percent of population eating fortified vehicle,zinc,0.0,0.0,0.0,True,True
89,11,Indonesia,total population,industry wheat,percent of population eating fortified vehicle,folic acid,73.1,49.54338792,96.65661208,True,True
90,11,Indonesia,total population,industry wheat,percent of population eating fortified vehicle,iron,73.1,49.54338792,96.65661208,True,True
91,11,Indonesia,,industry wheat,percent of population eating fortified vehicle,vitamin a,,25.98677584,100.0,True,True
92,11,Indonesia,total population,industry wheat,percent of population eating fortified vehicle,zinc,73.1,49.54338792,96.65661208,True,True
93,184,Mozambique,,industry wheat,percent of population eating fortified vehicle,folic acid,9.78,6.62837666,12.93162334,True,True
94,184,Mozambique,,industry wheat,percent of population eating fortified vehicle,iron,12.6325,8.561653186000001,16.70334681,True,True
95,184,Mozambique,,industry wheat,percent of population eating fortified vehicle,vitamin a,9.78,6.62837666,12.93162334,True,True
96,184,Mozambique,,industry wheat,percent of population eating fortified vehicle,zinc,9.78,6.62837666,12.93162334,True,True
97,168,Angola,,industry wheat,percent of population eating fortified vehicle,folic acid,16.88838105,8.309184807000001,25.46757729,True,True
98,168,Angola,,industry wheat,percent of population eating fortified vehicle,iron,16.88838105,8.309184807000001,25.46757729,True,True
99,168,Angola,,industry wheat,percent of population eating fortified vehicle,vitamin a,16.88838105,8.309184807000001,25.46757729,True,True
100,168,Angola,,industry wheat,percent of population eating fortified vehicle,zinc,16.88838105,8.309184807000001,25.46757729,True,True
101,6,China,,industry wheat,percent of population eating fortified vehicle,folic acid,6.363472477,3.13086664,9.596078315,True,True
102,6,China,,industry wheat,percent of population eating fortified vehicle,iron,6.363472477,3.13086664,9.596078315,True,True
103,6,China,,industry wheat,percent of population eating fortified vehicle,vitamin a,6.363472477,3.13086664,9.596078315,True,True
104,6,China,,industry wheat,percent of population eating fortified vehicle,zinc,6.363472477,3.13086664,9.596078315,True,True
105,141,Egypt,,industry wheat,percent of population eating fortified vehicle,folic acid,15.61643088,7.6833776920000005,23.54948407,True,True
106,141,Egypt,,industry wheat,percent of population eating fortified vehicle,iron,15.61643088,7.6833776920000005,23.54948407,True,True
107,141,Egypt,,industry wheat,percent of population eating fortified vehicle,vitamin a,15.61643088,7.6833776920000005,23.54948407,True,True
108,141,Egypt,,industry wheat,percent of population eating fortified vehicle,zinc,15.61643088,7.6833776920000005,23.54948407,True,True
109,207,Ghana,,industry wheat,percent of population eating fortified vehicle,folic acid,17.12153237,8.423896655,25.81916808,True,True
110,207,Ghana,,industry wheat,percent of population eating fortified vehicle,iron,17.12153237,8.423896655,25.81916808,True,True
111,207,Ghana,,industry wheat,percent of population eating fortified vehicle,vitamin a,17.12153237,8.423896655,25.81916808,True,True
112,207,Ghana,,industry wheat,percent of population eating fortified vehicle,zinc,17.12153237,8.423896655,25.81916808,True,True
113,181,Madagascar,,industry wheat,percent of population eating fortified vehicle,folic acid,8.630460671,4.246238433,13.01468291,True,True
114,181,Madagascar,,industry wheat,percent of population eating fortified vehicle,iron,8.630460671,4.246238433,13.01468291,True,True
115,181,Madagascar,,industry wheat,percent of population eating fortified vehicle,vitamin a,8.630460671,4.246238433,13.01468291,True,True
116,181,Madagascar,,industry wheat,percent of population eating fortified vehicle,zinc,8.630460671,4.246238433,13.01468291,True,True
117,213,Niger,total population,industry wheat,percent of population eating fortified vehicle,folic acid,30.0,14.760179999999998,45.23982,True,True
118,213,Niger,total population,industry wheat,percent of population eating fortified vehicle,iron,30.0,14.760179999999998,45.23982,True,True
119,213,Niger,,industry wheat,percent of population eating fortified vehicle,vitamin a,30.0,14.760179999999998,45.23982,True,True
120,213,Niger,,industry wheat,percent of population eating fortified vehicle,zinc,30.0,14.760179999999998,45.23982,True,True
121,522,Sudan,,industry wheat,percent of population eating fortified vehicle,folic acid,6.525113055,3.2103947739999996,9.839831336,True,True
122,522,Sudan,,industry wheat,percent of population eating fortified vehicle,iron,6.525113055,3.2103947739999996,9.839831336,True,True
123,522,Sudan,,industry wheat,percent of population eating fortified vehicle,vitamin a,6.525113055,3.2103947739999996,9.839831336,True,True
124,522,Sudan,,industry wheat,percent of population eating fortified vehicle,zinc,6.525113055,3.2103947739999996,9.839831336,True,True
125,168,Angola,,industry oil,percent of population eating industrially produced vehicle,vitamin a,72.32000000000001,58.58124179151886,86.05875820848115,True,True
126,161,Bangladesh,,industry oil,percent of population eating industrially produced vehicle,vitamin a,87.516,70.89043081618591,100.0,True,True
127,201,Burkina Faso,,industry oil,percent of population eating industrially produced vehicle,vitamin a,73.76,59.747682446659724,87.77231755334029,True,True
128,205,Côte d'Ivoire,,industry oil,percent of population eating industrially produced vehicle,vitamin a,72.0,58.32203275704311,85.67796724295688,True,True
129,202,Cameroon,,industry oil,percent of population eating industrially produced vehicle,vitamin a,72.0,58.32203275704311,85.67796724295688,True,True
130,6,China,,industry oil,percent of population eating industrially produced vehicle,vitamin a,96.53,78.19202530607461,100.0,True,True
131,171,Democratic Republic of the Congo,,industry oil,percent of population eating industrially produced vehicle,vitamin a,76.72000000000001,62.1453660155604,91.29463398443963,True,True
132,141,Egypt,,industry oil,percent of population eating industrially produced vehicle,vitamin a,64.0,51.84180689514943,76.15819310485057,True,True
133,179,Ethiopia,,industry oil,percent of population eating industrially produced vehicle,vitamin a,71.25,57.71451158249058,84.78548841750941,True,True
134,207,Ghana,,industry oil,percent of population eating industrially produced vehicle,vitamin a,78.392,63.49973322069616,93.28426677930383,True,True
135,163,India,,industry oil,percent of population eating industrially produced vehicle,vitamin a,84.93,68.79569780632877,100.0,True,True
136,11,Indonesia,,industry oil,percent of population eating industrially produced vehicle,vitamin a,83.63839999999999,67.74946534092604,99.52733465907394,True,True
137,180,Kenya,,industry oil,percent of population eating industrially produced vehicle,vitamin a,72.0,58.32203275704311,85.67796724295688,True,True
138,181,Madagascar,,industry oil,percent of population eating industrially produced vehicle,vitamin a,60.0,48.601693964202596,71.3983060357974,True,True
139,184,Mozambique,,industry oil,percent of population eating industrially produced vehicle,vitamin a,76.16000000000001,61.691750205227834,90.62824979477219,True,True
140,15,Myanmar,,industry oil,percent of population eating industrially produced vehicle,vitamin a,76.0,61.562145687989954,90.43785431201005,True,True
141,164,Nepal,,industry oil,percent of population eating industrially produced vehicle,vitamin a,88.5226,71.70580523525868,100.0,True,True
142,213,Niger,,industry oil,percent of population eating industrially produced vehicle,vitamin a,60.300000000000004,48.84470243402361,71.7552975659764,True,True
143,214,Nigeria,,industry oil,percent of population eating industrially produced vehicle,vitamin a,78.80000000000001,63.83022473965275,93.76977526034727,True,True
144,165,Pakistan,,industry oil,percent of population eating industrially produced vehicle,vitamin a,89.10000000000001,72.17351553684085,100.0,True,True
145,196,South Africa,,industry oil,percent of population eating industrially produced vehicle,vitamin a,81.9,66.34131226113655,97.45868773886346,True,True
146,522,Sudan,,industry oil,percent of population eating industrially produced vehicle,vitamin a,64.0,51.84180689514943,76.15819310485057,True,True
147,190,Uganda,,industry oil,percent of population eating industrially produced vehicle,vitamin a,80.01100000000001,64.8111689294969,95.21083107050312,True,True
148,189,United Republic of Tanzania,,industry oil,percent of population eating industrially produced vehicle,vitamin a,67.34,54.547301192490046,80.13269880750995,True,True
149,20,Viet Nam,,industry oil,percent of population eating industrially produced vehicle,vitamin a,81.0,65.6122868516735,96.3877131483265,True,True
150,168,Angola,,oil,percent of population eating fortified vehicle,vitamin a,8.8,8.191929803999999,9.419480312000001,True,True
151,161,Bangladesh,,oil,percent of population eating fortified vehicle,vitamin a,42.8,41.35621833,44.34292567,True,True
152,201,Burkina Faso,,oil,percent of population eating fortified vehicle,vitamin a,51.1,4.353187921,93.49333763,True,True
153,205,Côte d'Ivoire,,oil,percent of population eating fortified vehicle,vitamin a,30.5,,,True,True
154,202,Cameroon,,oil,percent of population eating fortified vehicle,vitamin a,20.0,,,True,True
155,6,China,,oil,percent of population eating fortified vehicle,vitamin a,75.0,,,True,True
156,171,Democratic Republic of the Congo,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
157,141,Egypt,,oil,percent of population eating fortified vehicle,vitamin a,,,,True,True
158,179,Ethiopia,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
159,207,Ghana,,oil,percent of population eating fortified vehicle,vitamin a,32.9,30.606804200000003,35.1931958,True,True
160,163,India,,oil,percent of population eating fortified vehicle,vitamin a,24.3,21.1,27.9,True,True
161,11,Indonesia,,oil,percent of population eating fortified vehicle,vitamin a,43.8,40.75221717,46.858886299999995,True,True
162,180,Kenya,,oil,percent of population eating fortified vehicle,vitamin a,50.0,,,True,True
163,181,Madagascar,,oil,percent of population eating fortified vehicle,vitamin a,18.0,16.71395834,19.21852424,True,True
164,184,Mozambique,,oil,percent of population eating fortified vehicle,vitamin a,37.6,37.21400517,37.94079483,True,True
165,15,Myanmar,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,5.0,True,True
166,164,Nepal,,oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
167,213,Niger,,oil,percent of population eating fortified vehicle,vitamin a,75.0,69.77235,80.22765,True,True
168,214,Nigeria,,oil,percent of population eating fortified vehicle,vitamin a,32.0,,,True,True
169,165,Pakistan,,oil,percent of population eating fortified vehicle,vitamin a,75.0,,,True,True
170,196,South Africa,,oil,percent of population eating fortified vehicle,vitamin a,30.2,28.09846756,32.30898803,True,True
171,522,Sudan,,oil,percent of population eating fortified vehicle,vitamin a,80.0,74.42384,85.57616,True,True
172,190,Uganda,,oil,percent of population eating fortified vehicle,vitamin a,54.4,48.3,60.4,True,True
173,189,United Republic of Tanzania,,oil,percent of population eating fortified vehicle,vitamin a,53.6,46.4,60.8,True,True
174,20,Viet Nam,,oil,percent of population eating fortified vehicle,vitamin a,70.0,,,True,True
175,168,Angola,,industry oil,percent of population eating fortified vehicle,vitamin a,8.8,8.191929803999999,9.419480312000001,True,True
176,161,Bangladesh,,industry oil,percent of population eating fortified vehicle,vitamin a,42.8,41.35621833,44.34292567,True,True
177,201,Burkina Faso,,industry oil,percent of population eating fortified vehicle,vitamin a,51.1,4.353187921,93.49333763,True,True
178,205,Côte d'Ivoire,,industry oil,percent of population eating fortified vehicle,vitamin a,30.5,24.70586109846965,36.294138901530346,True,True
179,202,Cameroon,,industry oil,percent of population eating fortified vehicle,vitamin a,20.0,16.200564654734197,23.799435345265803,True,True
180,6,China,,industry oil,percent of population eating fortified vehicle,vitamin a,75.0,60.75211745525324,89.24788254474676,True,True
181,171,Democratic Republic of the Congo,,industry oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
182,141,Egypt,,industry oil,percent of population eating fortified vehicle,vitamin a,,,,True,True
183,179,Ethiopia,,industry oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
184,207,Ghana,,industry oil,percent of population eating fortified vehicle,vitamin a,32.9,30.606804200000003,35.1931958,True,True
185,163,India,,industry oil,percent of population eating fortified vehicle,vitamin a,24.3,21.1,27.9,True,True
186,11,Indonesia,,industry oil,percent of population eating fortified vehicle,vitamin a,43.8,40.75221717,46.858886299999995,True,True
187,180,Kenya,,industry oil,percent of population eating fortified vehicle,vitamin a,50.0,40.5014116368355,59.4985883631645,True,True
188,181,Madagascar,,industry oil,percent of population eating fortified vehicle,vitamin a,18.0,16.71395834,19.21852424,True,True
189,184,Mozambique,,industry oil,percent of population eating fortified vehicle,vitamin a,37.6,37.21400517,37.94079483,True,True
