location_name,vehicle,nutrient,value_description,n_data_points,mean_mean,value_means,is_assumption
Mozambique,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Mozambique,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Mozambique,wheat flour,na,percent of population eating vehicle,1,16.3,[16.3],0.0
Myanmar,oil,vitamin a,percent of population eating fortified vehicle,1,0.0,[0.0],1.0
Myanmar,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0],1.0
Myanmar,oil,na,percent of population eating industrially produced vehicle,1,10.0,[10.0],0.0
Myanmar,oil,na,percent of population eating vehicle,0,,[nan],0.0
Myanmar,wheat flour,folic acid,percent of population eating fortified vehicle,1,0.0,[0.0],1.0
Myanmar,wheat flour,iron,percent of population eating fortified vehicle,1,0.0,[0.0],1.0
Myanmar,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Myanmar,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Myanmar,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Myanmar,wheat flour,zinc,percent of population eating fortified vehicle,1,0.0,[0.0],1.0
Myanmar,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Myanmar,wheat flour,na,percent of population eating vehicle,1,5.0,[5.0],1.0
Nepal,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,oil,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Nepal,oil,na,percent of population eating vehicle,3,99.86666666666667,"[99.8, 100.0, 99.8]",0.0
Nepal,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Nepal,wheat flour,na,percent of population eating industrially produced vehicle,2,40.0,"[37.0, 43.0]",0.0
Nepal,wheat flour,na,percent of population eating vehicle,6,27.96666666666667,"[8.8, 16.5, 7.4, 42.7, 52.1, 40.3]",0.0
Niger,bouillon,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,bouillon,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,bouillon,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,bouillon,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,bouillon,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Niger,bouillon,na,percent of population eating vehicle,3,91.0,"[88.0, 99.0, 86.0]",0.0
Niger,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Niger,maize flour,na,percent of population eating vehicle,0,,[nan],0.0
Niger,oil,vitamin a,percent of population eating fortified vehicle,3,61.666666666666664,"[55.0, 55.0, 75.0]",0.0
Niger,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,oil,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Niger,oil,na,percent of population eating vehicle,3,86.33333333333333,"[85.0, 98.0, 76.0]",0.0
Niger,wheat flour,folic acid,percent of population eating fortified vehicle,1,30.0,[30.0],0.0
Niger,wheat flour,iron,percent of population eating fortified vehicle,1,30.0,[30.0],0.0
Niger,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Niger,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Niger,wheat flour,na,percent of population eating vehicle,0,,[nan],0.0
Nigeria,bouillon,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,bouillon,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,bouillon,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,bouillon,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,bouillon,na,percent of population eating industrially produced vehicle,2,61.5,"[83.0, 40.0]",0.0
Nigeria,bouillon,na,percent of population eating vehicle,1,38.0,[38.0],0.0
Nigeria,maize flour,folic acid,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]",0.0
Nigeria,maize flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,maize flour,vitamin a,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]",0.0
Nigeria,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,maize flour,zinc,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]",0.0
Nigeria,maize flour,na,percent of population eating industrially produced vehicle,2,6.95,"[2.9, 11.0]",0.0
Nigeria,maize flour,na,percent of population eating vehicle,2,44.65,"[12.2, 77.1]",0.0
Nigeria,oil,vitamin a,percent of population eating fortified vehicle,2,7.4,"[7.2, 7.6]",0.0
Nigeria,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,oil,na,percent of population eating industrially produced vehicle,2,29.299999999999997,"[22.7, 35.9]",0.0
Nigeria,oil,na,percent of population eating vehicle,2,98.5,"[98.6, 98.4]",0.0
Nigeria,rice,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,rice,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,rice,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,rice,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,rice,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,rice,na,percent of population eating industrially produced vehicle,2,99.5,"[100.0, 99.0]",0.0
Nigeria,rice,na,percent of population eating vehicle,4,67.35,"[14.9, 83.8, 90.8, 79.9]",0.0
Nigeria,salt,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,salt,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,salt,na,percent of population eating industrially produced vehicle,1,93.0,[93.0],0.0
Nigeria,salt,na,percent of population eating vehicle,0,,[nan],0.0
Nigeria,wheat flour,folic acid,percent of population eating fortified vehicle,2,14.05,"[22.7, 5.4]",0.0
Nigeria,wheat flour,iron,percent of population eating fortified vehicle,2,14.05,"[22.7, 5.4]",0.0
Nigeria,wheat flour,vitamin a,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]",0.0
Nigeria,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]",0.0
Nigeria,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Nigeria,wheat flour,zinc,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]",0.0
Nigeria,wheat flour,na,percent of population eating industrially produced vehicle,2,48.8,"[13.8, 83.8]",0.0
Nigeria,wheat flour,na,percent of population eating vehicle,2,49.050000000000004,"[14.2, 83.9]",0.0
Pakistan,oil,vitamin a,percent of population eating fortified vehicle,3,30.0,"[39.0, 31.0, 20.0]",0.0
Pakistan,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,oil,na,percent of population eating industrially produced vehicle,4,95.5,"[99.0, 99.0, 99.0, 85.0]",0.0
Pakistan,oil,na,percent of population eating vehicle,3,100.0,"[100.0, 100.0, 100.0]",0.0
Pakistan,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,wheat flour,iron,percent of population eating fortified vehicle,3,5.333333333333333,"[5.0, 1.0, 10.0]",0.0
Pakistan,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Pakistan,wheat flour,na,percent of population eating industrially produced vehicle,3,48.666666666666664,"[52.0, 31.0, 63.0]",0.0
Pakistan,wheat flour,na,percent of population eating vehicle,3,97.33333333333333,"[100.0, 100.0, 92.0]",0.0
South Africa,maize flour,folic acid,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]",0.0
South Africa,maize flour,iron,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]",0.0
South Africa,maize flour,vitamin a,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]",0.0
South Africa,maize flour,vitamin b1,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]",0.0
South Africa,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
South Africa,maize flour,zinc,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]",0.0
South Africa,maize flour,na,percent of population eating industrially produced vehicle,2,97.05000000000001,"[98.7, 95.4]",0.0
South Africa,maize flour,na,percent of population eating vehicle,2,97.15,"[98.7, 95.6]",0.0
South Africa,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
South Africa,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
South Africa,oil,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
South Africa,oil,na,percent of population eating vehicle,0,,[nan],0.0
South Africa,wheat flour,folic acid,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]",0.0
South Africa,wheat flour,iron,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]",0.0
South Africa,wheat flour,vitamin a,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]",0.0
South Africa,wheat flour,vitamin b1,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]",0.0
South Africa,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
South Africa,wheat flour,zinc,percent of population eating fortified vehicle,4,8.549999999999999,"[16.3, 16.3, 0.8, 0.8]",0.0
South Africa,wheat flour,na,percent of population eating industrially produced vehicle,2,14.75,"[25.2, 4.3]",0.0
South Africa,wheat flour,na,percent of population eating vehicle,2,14.75,"[25.2, 4.3]",0.0
Sudan,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Sudan,maize flour,na,percent of population eating vehicle,0,,[nan],0.0
Sudan,oil,vitamin a,percent of population eating fortified vehicle,1,80.0,[80.0],0.0
Sudan,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,oil,na,percent of population eating industrially produced vehicle,1,80.0,[80.0],0.0
Sudan,oil,na,percent of population eating vehicle,0,,[nan],0.0
Sudan,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Sudan,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Sudan,wheat flour,na,percent of population eating vehicle,0,,[nan],0.0
Uganda,maize flour,folic acid,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,iron,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,vitamin a,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,vitamin b1,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,vitamin b12,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,zinc,percent of population eating fortified vehicle,2,6.5,"[6.5, 6.5]",0.0
Uganda,maize flour,na,percent of population eating industrially produced vehicle,3,30.433333333333334,"[42.4, 42.4, 6.5]",0.0
Uganda,maize flour,na,percent of population eating vehicle,2,91.8,"[91.8, 91.8]",0.0
Uganda,oil,vitamin a,percent of population eating fortified vehicle,2,54.4,"[54.4, 54.4]",0.0
Uganda,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0],0.0
Uganda,oil,na,percent of population eating industrially produced vehicle,3,77.33333333333333,"[89.0, 89.0, 54.0]",0.0
Uganda,oil,na,percent of population eating vehicle,2,89.9,"[89.9, 89.9]",0.0
Uganda,wheat flour,folic acid,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,iron,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,vitamin a,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,vitamin b12,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,zinc,percent of population eating fortified vehicle,2,8.5,"[8.5, 8.5]",0.0
Uganda,wheat flour,na,percent of population eating industrially produced vehicle,3,9.9,"[10.6, 10.6, 8.5]",0.0
Uganda,wheat flour,na,percent of population eating vehicle,2,11.2,"[11.2, 11.2]",0.0
United Republic of Tanzania,maize flour,folic acid,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]",0.0
United Republic of Tanzania,maize flour,iron,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]",0.0
United Republic of Tanzania,maize flour,vitamin a,percent of population eating fortified vehicle,1,2.5,[2.5],0.0
United Republic of Tanzania,maize flour,vitamin b1,percent of population eating fortified vehicle,1,2.5,[2.5],0.0
United Republic of Tanzania,maize flour,vitamin b12,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]",0.0
United Republic of Tanzania,maize flour,zinc,percent of population eating fortified vehicle,2,2.5,"[2.5, 2.5]",0.0
United Republic of Tanzania,maize flour,na,percent of population eating industrially produced vehicle,3,25.233333333333334,"[36.6, 36.6, 2.5]",0.0
United Republic of Tanzania,maize flour,na,percent of population eating vehicle,2,93.0,"[93.0, 93.0]",0.0
United Republic of Tanzania,oil,vitamin a,percent of population eating fortified vehicle,2,53.6,"[53.6, 53.6]",0.0
United Republic of Tanzania,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0],0.0
United Republic of Tanzania,oil,na,percent of population eating industrially produced vehicle,3,79.73333333333333,"[92.6, 92.6, 54.0]",0.0
United Republic of Tanzania,oil,na,percent of population eating vehicle,2,96.2,"[96.2, 96.2]",0.0
United Republic of Tanzania,wheat flour,folic acid,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,iron,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,vitamin a,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,vitamin b12,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,zinc,percent of population eating fortified vehicle,2,33.1,"[33.1, 33.1]",0.0
United Republic of Tanzania,wheat flour,na,percent of population eating industrially produced vehicle,3,44.666666666666664,"[50.5, 50.5, 33.0]",0.0
United Republic of Tanzania,wheat flour,na,percent of population eating vehicle,2,51.5,"[51.5, 51.5]",0.0
Vietnam,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,oil,na,percent of population eating industrially produced vehicle,1,90.0,[90.0],0.0
Vietnam,oil,na,percent of population eating vehicle,10,54.5,"[91.5, 89.4, 38.3, 45.8, 28.9, 38.3, 41.5, 43.8, 33.6, 93.9]",0.0
Vietnam,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan],0.0
Vietnam,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan],0.0
Vietnam,wheat flour,na,percent of population eating vehicle,10,21.93,"[4.2, 38.8, 46.7, 31.1, 16.4, 17.5, 9.6, 22.7, 13.5, 18.8]",0.0
