,location_id,location_name,nutrient,r,sub_population,u5_applicable,value_025_percentile,value_975_percentile,value_description,value_mean,vehicle,wra_applicable
247,168,Angola,iron,,,True,8.309184807000001,25.46757729,percent of population eating fortified vehicle,16.88838105,wheat flour,True
248,168,Angola,vitamin a,,,True,8.309184807000001,25.46757729,percent of population eating fortified vehicle,16.88838105,wheat flour,True
249,168,Angola,zinc,,,True,8.309184807000001,25.46757729,percent of population eating fortified vehicle,16.88838105,wheat flour,True
250,6,China,na,,,True,53.63295715,61.66978918,percent of population eating vehicle,57.65137316,oil,True
251,6,China,na,,,True,59.14556066,68.00844948,percent of population eating industrially produced vehicle,63.57700507,oil,True
252,6,China,vitamin a,,,True,,,percent of population eating fortified vehicle,,oil,True
253,6,China,na,,,True,40.26192838,100.0,percent of population eating vehicle,81.83218981,wheat flour,True
254,6,China,na,,,True,26.40381373,80.92745349,percent of population eating industrially produced vehicle,53.66563361,wheat flour,True
255,6,China,folic acid,,,True,3.13086664,9.596078315,percent of population eating fortified vehicle,6.363472477,wheat flour,True
256,6,China,iron,,,True,3.13086664,9.596078315,percent of population eating fortified vehicle,6.363472477,wheat flour,True
257,6,China,vitamin a,,,True,3.13086664,9.596078315,percent of population eating fortified vehicle,6.363472477,wheat flour,True
258,6,China,zinc,,,True,3.13086664,9.596078315,percent of population eating fortified vehicle,6.363472477,wheat flour,True
259,141,Egypt,na,,,True,31.30717122,100.0,percent of population eating vehicle,74.36312059999999,maize flour,True
260,141,Egypt,na,,,True,13.45874622,50.477683,percent of population eating industrially produced vehicle,31.96821461,maize flour,True
261,141,Egypt,folic acid,,,True,0.00013879799999999998,0.00052057,percent of population eating fortified vehicle,0.000329684,maize flour,True
262,141,Egypt,iron,,,True,0.00013879799999999998,0.00052057,percent of population eating fortified vehicle,0.000329684,maize flour,True
263,141,Egypt,vitamin a,,,True,0.00013879799999999998,0.00052057,percent of population eating fortified vehicle,0.000329684,maize flour,True
264,141,Egypt,zinc,,,True,0.00013879799999999998,0.00052057,percent of population eating fortified vehicle,0.000329684,maize flour,True
265,141,Egypt,na,,,True,51.14154839,58.80504591,percent of population eating vehicle,54.97329715,oil,True
266,141,Egypt,na,,,True,65.2157165,74.98821062,percent of population eating industrially produced vehicle,70.10196356,oil,True
267,141,Egypt,vitamin a,,,True,,,percent of population eating fortified vehicle,,oil,True
268,141,Egypt,na,,,True,43.53503875,100.0,percent of population eating vehicle,88.48477203,wheat flour,True
269,141,Egypt,na,,,True,33.46422474,100.0,percent of population eating industrially produced vehicle,68.01588749,wheat flour,True
270,141,Egypt,folic acid,,,True,7.6833776920000005,23.54948407,percent of population eating fortified vehicle,15.61643088,wheat flour,True
271,141,Egypt,iron,,,True,7.6833776920000005,23.54948407,percent of population eating fortified vehicle,15.61643088,wheat flour,True
272,141,Egypt,vitamin a,,,True,7.6833776920000005,23.54948407,percent of population eating fortified vehicle,15.61643088,wheat flour,True
273,141,Egypt,zinc,,,True,7.6833776920000005,23.54948407,percent of population eating fortified vehicle,15.61643088,wheat flour,True
274,207,Ghana,na,,,True,34.61946429,100.0,percent of population eating vehicle,82.23072533,maize flour,True
275,207,Ghana,na,,,True,4.850461731,18.19189288,percent of population eating industrially produced vehicle,11.52117731,maize flour,True
276,207,Ghana,folic acid,,,True,1.688649989,6.333364003,percent of population eating fortified vehicle,4.011006996,maize flour,True
277,207,Ghana,iron,,,True,1.688649989,6.333364003,percent of population eating fortified vehicle,4.011006996,maize flour,True
278,207,Ghana,vitamin a,,,True,1.688649989,6.333364003,percent of population eating fortified vehicle,4.011006996,maize flour,True
279,207,Ghana,zinc,,,True,1.688649989,6.333364003,percent of population eating fortified vehicle,4.011006996,maize flour,True
280,207,Ghana,na,,total population,True,88.93648879999999,100.0,percent of population eating vehicle,95.6,oil,True
281,207,Ghana,na,,,True,76.32736643,87.7649275,percent of population eating industrially produced vehicle,82.04614697,oil,True
282,207,Ghana,vitamin a,,total population,True,30.606804200000003,35.1931958,percent of population eating fortified vehicle,32.9,oil,True
283,207,Ghana,na,,,True,40.66853935,100.0,percent of population eating vehicle,82.6586248,wheat flour,True
284,207,Ghana,na,,,True,23.96598598,73.4555332,percent of population eating industrially produced vehicle,48.71075959,wheat flour,True
285,207,Ghana,folic acid,,,True,8.423896655,25.81916808,percent of population eating fortified vehicle,17.12153237,wheat flour,True
286,207,Ghana,iron,,,True,8.423896655,25.81916808,percent of population eating fortified vehicle,17.12153237,wheat flour,True
287,207,Ghana,vitamin a,,,True,8.423896655,25.81916808,percent of population eating fortified vehicle,17.12153237,wheat flour,True
288,207,Ghana,zinc,,,True,8.423896655,25.81916808,percent of population eating fortified vehicle,17.12153237,wheat flour,True
289,181,Madagascar,na,,,True,39.13554758,100.0,percent of population eating vehicle,92.95766211,maize flour,True
290,181,Madagascar,na,,,True,2.610053223,9.789131692,percent of population eating industrially produced vehicle,6.1995924570000005,maize flour,True
291,181,Madagascar,folic acid,,,True,1.70265469,6.385889313,percent of population eating fortified vehicle,4.044272001,maize flour,True
292,181,Madagascar,iron,,,True,1.70265469,6.385889313,percent of population eating fortified vehicle,4.044272001,maize flour,True
293,181,Madagascar,vitamin a,,,True,1.70265469,6.385889313,percent of population eating fortified vehicle,4.044272001,maize flour,True
294,181,Madagascar,zinc,,,True,1.70265469,6.385889313,percent of population eating fortified vehicle,4.044272001,maize flour,True
295,181,Madagascar,na,,,True,69.80454552,80.26466998,percent of population eating vehicle,75.03460775,oil,True
296,181,Madagascar,na,,,True,24.897779999999997,28.62868141,percent of population eating industrially produced vehicle,26.76323071,oil,True
297,181,Madagascar,vitamin a,,,True,16.71395834,19.21852424,percent of population eating fortified vehicle,17.96624129,oil,True
298,181,Madagascar,na,,,True,22.2286382,68.13057775,percent of population eating vehicle,45.17960798,wheat flour,True
299,181,Madagascar,na,,,True,15.55182961,47.666219,percent of population eating industrially produced vehicle,31.60902431,wheat flour,True
300,181,Madagascar,folic acid,,,True,4.246238433,13.01468291,percent of population eating fortified vehicle,8.630460671,wheat flour,True
301,181,Madagascar,iron,,,True,4.246238433,13.01468291,percent of population eating fortified vehicle,8.630460671,wheat flour,True
302,181,Madagascar,vitamin a,,,True,4.246238433,13.01468291,percent of population eating fortified vehicle,8.630460671,wheat flour,True
303,181,Madagascar,zinc,,,True,4.246238433,13.01468291,percent of population eating fortified vehicle,8.630460671,wheat flour,True
304,213,Niger,na,,,True,29.65483072,100.0,percent of population eating vehicle,70.43835859999999,maize flour,True
305,213,Niger,na,,,True,1.7210178090000001,6.454761088,percent of population eating industrially produced vehicle,4.0878894489999995,maize flour,True
306,213,Niger,folic acid,,,True,1.680855454,6.30413022,percent of population eating fortified vehicle,3.992492837,maize flour,True
307,213,Niger,iron,,,True,1.680855454,6.30413022,percent of population eating fortified vehicle,3.992492837,maize flour,True
308,213,Niger,vitamin a,,,True,1.680855454,6.30413022,percent of population eating fortified vehicle,3.992492837,maize flour,True
309,213,Niger,zinc,,,True,1.680855454,6.30413022,percent of population eating fortified vehicle,3.992492837,maize flour,True
310,213,Niger,na,,women of reproductive age,True,79.07533000000001,90.92466999999999,percent of population eating vehicle,85.0,oil,True
311,213,Niger,na,,,True,74.77302792,85.9776733,percent of population eating industrially produced vehicle,80.37535061,oil,True
312,213,Niger,vitamin a,,total population,True,69.77235,80.22765,percent of population eating fortified vehicle,75.0,oil,True
313,213,Niger,na,,,True,20.38134563,62.4686425,percent of population eating vehicle,41.42499406,wheat flour,True
314,213,Niger,na,,,True,17.13244879,52.51080268,percent of population eating industrially produced vehicle,34.82162573,wheat flour,True
315,213,Niger,folic acid,,total population,True,14.760179999999998,45.23982,percent of population eating fortified vehicle,30.0,wheat flour,True
316,213,Niger,iron,,total population,True,14.760179999999998,45.23982,percent of population eating fortified vehicle,30.0,wheat flour,True
317,213,Niger,vitamin a,,,True,14.760179999999998,45.23982,percent of population eating fortified vehicle,30.0,wheat flour,True
318,213,Niger,zinc,,,True,14.760179999999998,45.23982,percent of population eating fortified vehicle,30.0,wheat flour,True
319,522,Sudan,na,,,True,22.90850744,85.91947254,percent of population eating vehicle,54.41398999,maize flour,True
320,522,Sudan,na,,,True,13.45874622,50.477683,percent of population eating industrially produced vehicle,31.96821461,maize flour,True
321,522,Sudan,folic acid,,,True,2.418571378,9.070969709,percent of population eating fortified vehicle,5.744770543,maize flour,True
322,522,Sudan,iron,,,True,2.418571378,9.070969709,percent of population eating fortified vehicle,5.744770543,maize flour,True
323,522,Sudan,vitamin a,,,True,2.418571378,9.070969709,percent of population eating fortified vehicle,5.744770543,maize flour,True
324,522,Sudan,zinc,,,True,2.418571378,9.070969709,percent of population eating fortified vehicle,5.744770543,maize flour,True
325,522,Sudan,na,,,True,47.11654675,54.17690276,percent of population eating vehicle,50.64672476,oil,True
326,522,Sudan,na,,total population,True,74.42384,85.57616,percent of population eating industrially produced vehicle,80.0,oil,True
327,522,Sudan,vitamin a,,total population,True,74.42384,85.57616,percent of population eating fortified vehicle,80.0,oil,True
328,522,Sudan,na,,,True,43.70178563,100.0,percent of population eating vehicle,88.82368433,wheat flour,True
329,522,Sudan,na,,,True,28.48825707,87.31625374,percent of population eating industrially produced vehicle,57.90225541,wheat flour,True
330,522,Sudan,folic acid,,,True,3.2103947739999996,9.839831336,percent of population eating fortified vehicle,6.525113055,wheat flour,True
331,522,Sudan,iron,,,True,3.2103947739999996,9.839831336,percent of population eating fortified vehicle,6.525113055,wheat flour,True
332,522,Sudan,vitamin a,,,True,3.2103947739999996,9.839831336,percent of population eating fortified vehicle,6.525113055,wheat flour,True
333,522,Sudan,zinc,,,True,3.2103947739999996,9.839831336,percent of population eating fortified vehicle,6.525113055,wheat flour,True
0,168,Angola,vitamin a,0.379944,,True,58.58122496000001,86.05877504000001,percent of population eating industrially produced vehicle,72.32000000000001,industry oil,True
1,161,Bangladesh,vitamin a,0.379944,,True,70.89041044800001,100.0,percent of population eating industrially produced vehicle,87.516,industry oil,True
2,201,Burkina Faso,vitamin a,0.379944,,True,59.74766528000001,87.77233472,percent of population eating industrially produced vehicle,73.76,industry oil,True
3,205,Côte d'Ivoire,vitamin a,0.379944,,True,58.322016,85.677984,percent of population eating industrially produced vehicle,72.0,industry oil,True
4,202,Cameroon,vitamin a,0.379944,,True,58.322016,85.677984,percent of population eating industrially produced vehicle,72.0,industry oil,True
5,6,China,vitamin a,0.379944,,True,78.19200284,100.0,percent of population eating industrially produced vehicle,96.53,industry oil,True
6,171,Democratic Republic of the Congo,vitamin a,0.379944,,True,62.14534816000001,91.29465184000001,percent of population eating industrially produced vehicle,76.72000000000001,industry oil,True
7,141,Egypt,vitamin a,0.379944,,True,51.841792,76.158208,percent of population eating industrially produced vehicle,64.0,industry oil,True
8,179,Ethiopia,vitamin a,0.379944,,True,57.714495,84.785505,percent of population eating industrially produced vehicle,71.25,industry oil,True
9,207,Ghana,vitamin a,0.379944,,True,63.49971497599999,93.284285024,percent of population eating industrially produced vehicle,78.392,industry oil,True
10,163,India,vitamin a,0.379944,,True,68.79567804000001,100.0,percent of population eating industrially produced vehicle,84.93,industry oil,True
11,11,Indonesia,vitamin a,0.379944,,True,67.7494458752,99.52735412479998,percent of population eating industrially produced vehicle,83.63839999999999,industry oil,True
12,180,Kenya,vitamin a,0.379944,,True,58.322016,85.677984,percent of population eating industrially produced vehicle,72.0,industry oil,True
13,181,Madagascar,vitamin a,0.379944,,True,48.60168,71.39832,percent of population eating industrially produced vehicle,60.0,industry oil,True
14,184,Mozambique,vitamin a,0.379944,,True,61.691732480000006,90.62826752000001,percent of population eating industrially produced vehicle,76.16000000000001,industry oil,True
15,15,Myanmar,vitamin a,0.379944,,True,61.562128,90.437872,percent of population eating industrially produced vehicle,76.0,industry oil,True
16,164,Nepal,vitamin a,0.379944,,True,71.7057846328,100.0,percent of population eating industrially produced vehicle,88.5226,industry oil,True
17,213,Niger,vitamin a,0.379944,,True,48.8446884,71.7553116,percent of population eating industrially produced vehicle,60.300000000000004,industry oil,True
18,214,Nigeria,vitamin a,0.379944,,True,63.83020640000001,93.76979360000001,percent of population eating industrially produced vehicle,78.80000000000001,industry oil,True
19,165,Pakistan,vitamin a,0.379944,,True,72.17349480000001,100.0,percent of population eating industrially produced vehicle,89.10000000000001,industry oil,True
20,196,South Africa,vitamin a,0.379944,,True,66.34129320000001,97.4587068,percent of population eating industrially produced vehicle,81.9,industry oil,True
21,522,Sudan,vitamin a,0.379944,,True,51.841792,76.158208,percent of population eating industrially produced vehicle,64.0,industry oil,True
22,190,Uganda,vitamin a,0.379944,,True,64.81115030800001,95.21084969200001,percent of population eating industrially produced vehicle,80.01100000000001,industry oil,True
23,189,United Republic of Tanzania,vitamin a,0.379944,,True,54.54728552,80.13271448,percent of population eating industrially produced vehicle,67.34,industry oil,True
24,20,Viet Nam,vitamin a,0.379944,,True,65.612268,96.387732,percent of population eating industrially produced vehicle,81.0,industry oil,True
25,168,Angola,vitamin a,0.379944,,True,4.05014,5.94986,percent of population eating fortified vehicle,5.0,industry oil,True
26,161,Bangladesh,vitamin a,0.379944,,True,34.6691984,50.930801599999995,percent of population eating fortified vehicle,42.8,industry oil,True
27,201,Burkina Faso,vitamin a,0.379944,,True,18.630644,27.369356,percent of population eating fortified vehicle,23.0,industry oil,True
28,205,Côte d'Ivoire,vitamin a,0.379944,,True,24.705854,36.294146,percent of population eating fortified vehicle,30.5,industry oil,True
29,202,Cameroon,vitamin a,0.379944,,True,16.20056,23.79944,percent of population eating fortified vehicle,20.0,industry oil,True
30,6,China,vitamin a,0.379944,,True,4.05014,5.94986,percent of population eating fortified vehicle,5.0,industry oil,True
31,171,Democratic Republic of the Congo,vitamin a,0.379944,,True,2.430084,3.569916,percent of population eating fortified vehicle,3.0,industry oil,True
32,141,Egypt,vitamin a,0.379944,,True,4.05014,5.94986,percent of population eating fortified vehicle,5.0,industry oil,True
33,179,Ethiopia,vitamin a,0.379944,,True,4.05014,5.94986,percent of population eating fortified vehicle,5.0,industry oil,True
34,207,Ghana,vitamin a,0.379944,,True,26.649921199999998,39.150078799999996,percent of population eating fortified vehicle,32.9,industry oil,True
35,163,India,vitamin a,0.379944,,True,12.15042,17.84958,percent of population eating fortified vehicle,15.0,industry oil,True
36,11,Indonesia,vitamin a,0.379944,,True,35.4792264,52.12077359999999,percent of population eating fortified vehicle,43.8,industry oil,True
37,180,Kenya,vitamin a,0.379944,,True,40.501400000000004,59.498599999999996,percent of population eating fortified vehicle,50.0,industry oil,True
38,181,Madagascar,vitamin a,0.379944,,True,2.430084,3.569916,percent of population eating fortified vehicle,3.0,industry oil,True
39,184,Mozambique,vitamin a,0.379944,,True,30.4570528,44.7429472,percent of population eating fortified vehicle,37.6,industry oil,True
40,15,Myanmar,vitamin a,0.379944,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,industry oil,True
41,164,Nepal,vitamin a,0.379944,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,industry oil,True
42,213,Niger,vitamin a,0.379944,,True,4.05014,5.94986,percent of population eating fortified vehicle,5.0,industry oil,True
43,214,Nigeria,vitamin a,0.379944,,True,25.920896,38.079104,percent of population eating fortified vehicle,32.0,industry oil,True
44,165,Pakistan,vitamin a,0.379944,,True,60.7521,89.2479,percent of population eating fortified vehicle,75.0,industry oil,True
45,196,South Africa,vitamin a,0.379944,,True,2.430084,3.569916,percent of population eating fortified vehicle,3.0,industry oil,True
46,522,Sudan,vitamin a,0.379944,,True,0.0,0.0,percent of population eating fortified vehicle,0.0,industry oil,True
47,190,Uganda,vitamin a,0.379944,,True,44.0655232,64.7344768,percent of population eating fortified vehicle,54.4,industry oil,True
48,189,United Republic of Tanzania,vitamin a,0.379944,,True,43.4175008,63.782499200000004,percent of population eating fortified vehicle,53.6,industry oil,True
49,20,Viet Nam,vitamin a,0.379944,,True,56.70196,83.29804,percent of population eating fortified vehicle,70.0,industry oil,True
